"","Pollster","Start.Date","End.Date","Entry.Date.Time","Number.of.Observations","Population","Mode","Clinton","Sanders","Biden","Chafee","Lessig","O.Malley","Webb","Undecided","Pollster.URL","Source.URL","Partisan","Affiliation","Poll.Length","DOW","Weekday","Month","MonthName","Quarter","Year"
"190","CNN",2015-05-29,2015-05-31,2015-06-02 20:14:56,433,"Adults - Democrat","Live Phone",60,10,14,0,NA,1,2,6,"http://elections.huffingtonpost.com/pollster/polls/cnn-22199",NA,"Nonpartisan","None",2,"5","Friday","05","May",2,"2015"
"191","ABC/Post",2015-05-28,2015-05-31,2015-06-02 20:49:13,376,"Registered Voters - Democrat","Live Phone",62,10,14,1,NA,3,1,6,"http://elections.huffingtonpost.com/pollster/polls/abc-post-22200",NA,"Nonpartisan","None",3,"4","Thursday","05","May",2,"2015"
"192","Quinnipiac",2015-05-19,2015-05-26,2015-05-28 21:52:59,748,"Registered Voters - Democrat","Live Phone",57,15,9,1,NA,1,1,16,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22181",NA,"Nonpartisan","None",7,"2","Tuesday","05","May",2,"2015"
"193","YouGov/Economist",2015-05-23,2015-05-25,2015-05-29 01:14:54,309,"Registered Voters - Democrat","Internet",59,17,8,0,NA,3,1,10,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22188",NA,"Nonpartisan","None",2,"6","Saturday","05","May",2,"2015"
"194","YouGov/Economist",2015-05-16,2015-05-18,2015-05-21 00:50:28,325,"Registered Voters - Democrat","Internet",60,12,11,NA,NA,2,3,11,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22155",NA,"Nonpartisan","None",2,"6","Saturday","05","May",2,"2015"
"195","Robert Morris University",2015-05-08,2015-05-16,2015-06-04 23:18:44,312,"Adults - Democrat","Internet",56,5,8,NA,NA,1,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/robert-morris-university-22215",NA,"Nonpartisan","None",8,"5","Friday","05","May",2,"2015"
"196","FOX",2015-05-09,2015-05-12,2015-05-14 19:14:57,370,"Registered Voters - Democrat","Live Phone",63,6,6,0,NA,0,2,6,"http://elections.huffingtonpost.com/pollster/polls/fox-22132",NA,"Nonpartisan","None",3,"6","Saturday","05","May",2,"2015"
"197","YouGov/Economist",2015-05-09,2015-05-11,2015-05-18 19:00:58,314,"Registered Voters - Democrat","Internet",64,16,7,NA,NA,0,1,8,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22145",NA,"Nonpartisan","None",2,"6","Saturday","05","May",2,"2015"
"198","PPP (D)",2015-05-07,2015-05-10,2015-05-13 20:59:19,600,"Likely Voters - Democrat","IVR/Online",63,13,NA,5,NA,2,6,11,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-22128",NA,"Pollster","Dem",3,"4","Thursday","05","May",2,"2015"
"199","YouGov/Economist",2015-05-02,2015-05-04,2015-05-07 02:08:35,329,"Registered Voters - Democrat","Internet",58,17,13,NA,NA,2,0,8,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22109",NA,"Nonpartisan","None",2,"6","Saturday","05","May",2,"2015"
"200","YouGov/Economist",2015-04-25,2015-04-27,2015-05-01 23:25:02,329,"Registered Voters - Democrat","Internet",59,10,7,NA,NA,2,1,15,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22090",NA,"Nonpartisan","None",2,"6","Saturday","04","April",2,"2015"
"201","FOX",2015-04-19,2015-04-21,2015-04-24 16:40:24,388,"Registered Voters - Democrat","Live Phone",62,4,9,0,NA,1,0,5,"http://elections.huffingtonpost.com/pollster/polls/fox-22059",NA,"Nonpartisan","None",2,"0","Sunday","04","April",2,"2015"
"202","Quinnipiac",2015-04-16,2015-04-21,2015-04-23 18:55:11,569,"Registered Voters - Democrat","Live Phone",60,8,10,0,NA,3,1,17,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22054",NA,"Nonpartisan","None",5,"4","Thursday","04","April",2,"2015"
"203","YouGov/Economist",2015-04-18,2015-04-20,2015-04-23 20:19:36,336,"Registered Voters - Democrat","Internet",65,8,9,NA,NA,2,2,9,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22055",NA,"Nonpartisan","None",2,"6","Saturday","04","April",2,"2015"
"204","CNN",2015-04-16,2015-04-19,2015-04-20 18:02:18,458,"Adults - Democrat","Live Phone",69,5,11,1,NA,1,3,5,"http://elections.huffingtonpost.com/pollster/polls/cnn-22036",NA,"Nonpartisan","None",3,"4","Thursday","04","April",2,"2015"
"205","YouGov/Economist",2015-04-11,2015-04-13,2015-04-16 00:21:33,319,"Registered Voters - Democrat","Internet",71,7,7,NA,NA,1,0,8,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22021",NA,"Nonpartisan","None",2,"6","Saturday","04","April",2,"2015"
"206","Monmouth University",2015-03-30,2015-04-02,2015-04-07 18:45:22,356,"Registered Voters - Democrat","Live Phone",60,7,16,NA,NA,2,1,14,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-21981",NA,"Nonpartisan","None",3,"1","Monday","03","March",1,"2015"
"207","FOX",2015-03-29,2015-03-31,2015-04-03 21:16:49,397,"Registered Voters - Democrat","Live Phone",61,3,12,NA,NA,2,1,3,"http://elections.huffingtonpost.com/pollster/polls/fox-21968",NA,"Nonpartisan","None",2,"0","Sunday","03","March",1,"2015"
"208","PPP (D)",2015-03-26,2015-03-31,2015-04-07 19:48:07,449,"Likely Voters - Democrat","IVR/Online",54,6,7,NA,NA,3,2,13,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-21983",NA,"Pollster","Dem",5,"4","Thursday","03","March",1,"2015"
"209","ABC/Post",2015-03-26,2015-03-29,2015-04-02 21:14:39,446,"Registered Voters - Democrat","Live Phone",66,5,12,NA,NA,0,1,5,"http://elections.huffingtonpost.com/pollster/polls/abc-post-21963",NA,"Nonpartisan","None",3,"4","Thursday","03","March",1,"2015"
"210","YouGov/Economist",2015-03-21,2015-03-23,2015-03-27 20:44:33,345,"Registered Voters - Democrat","Internet",64,7,11,NA,NA,3,1,7,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-21931",NA,"Nonpartisan","None",2,"6","Saturday","03","March",1,"2015"
"211","YouGov/Economist",2015-03-14,2015-03-16,2015-03-24 23:40:28,321,"Registered Voters - Democrat","Internet",61,9,8,NA,NA,2,1,11,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-21911",NA,"Nonpartisan","None",2,"6","Saturday","03","March",1,"2015"
"212","CNN",2015-03-13,2015-03-15,2015-03-19 00:55:37,466,"Adults - Democrat","Live Phone",62,3,15,NA,NA,1,1,3,"http://elections.huffingtonpost.com/pollster/polls/cnn-21887",NA,"Nonpartisan","None",2,"5","Friday","03","March",1,"2015"
"213","YouGov/Economist",2015-03-07,2015-03-09,2015-03-25 19:51:35,293,"Registered Voters - Democrat","Internet",59,7,13,NA,NA,4,0,9,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-21914",NA,"Nonpartisan","None",2,"6","Saturday","03","March",1,"2015"
"214","McClatchy/Marist",2015-03-01,2015-03-04,2015-03-09 19:46:00,462,"Adults - Democrat","Live Phone",60,5,13,NA,NA,1,1,9,"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-21830",NA,"Nonpartisan","None",3,"0","Sunday","03","March",1,"2015"
"215","Quinnipiac",2015-02-26,2015-03-02,2015-03-05 21:56:04,493,"Registered Voters - Democrat","Live Phone",56,4,10,NA,NA,0,1,15,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-21821",NA,"Nonpartisan","None",4,"4","Thursday","02","February",1,"2015"
"216","YouGov/Economist",2015-02-21,2015-02-23,2015-02-27 01:55:05,309,"Registered Voters - Democrat","Internet",68,8,12,NA,NA,0,2,5,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-21792",NA,"Nonpartisan","None",2,"6","Saturday","02","February",1,"2015"
"217","PPP (D)",2015-02-20,2015-02-22,2015-02-26 03:01:42,310,"Likely Voters - Democrat","IVR/Online",54,5,16,NA,NA,1,2,10,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-21784",NA,"Pollster","Dem",2,"5","Friday","02","February",1,"2015"
"218","CNN",2015-02-12,2015-02-15,2015-02-18 23:55:19,1027,"Adults","Live Phone",61,3,14,NA,NA,1,2,3,"http://elections.huffingtonpost.com/pollster/polls/cnn-21748",NA,"Nonpartisan","None",3,"4","Thursday","02","February",1,"2015"
"219","FOX",2015-01-25,2015-01-27,2015-01-29 20:42:15,390,"Registered Voters - Democrat","Live Phone",55,3,17,NA,NA,2,1,3,"http://elections.huffingtonpost.com/pollster/polls/fox-21658",NA,"Nonpartisan","None",2,"0","Sunday","01","January",1,"2015"
"220","PPP (D)",2015-01-22,2015-01-25,2015-01-30 21:02:41,386,"Likely Voters - Democrat","IVR/Online",60,2,15,NA,NA,1,1,11,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-21663",NA,"Pollster","Dem",3,"4","Thursday","01","January",1,"2015"
"221","Rasmussen",2015-01-18,2015-01-19,2015-01-27 00:04:07,648,"Likely Voters - Democrat","Automated Phone",59,4,6,NA,NA,2,3,9,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-21646",NA,"Nonpartisan","None",1,"0","Sunday","01","January",1,"2015"
"222","YouGov/Economist",2015-01-10,2015-01-12,2015-01-15 00:35:02,353,"Registered Voters - Democrat","Internet",61,3,7,NA,NA,0,2,9,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-21599",NA,"Nonpartisan","None",2,"6","Saturday","01","January",1,"2015"
"223","CNN",2014-12-18,2014-12-21,2015-01-08 02:01:23,469,"Adults - Democrat","Live Phone",66,3,8,NA,NA,1,1,4,"http://elections.huffingtonpost.com/pollster/polls/cnn-21580",NA,"Nonpartisan","None",3,"4","Thursday","12","December",4,"2014"
"224","ABC/Post",2014-12-11,2014-12-14,2014-12-17 04:12:41,346,"Registered Voters - Democrat","Live Phone",61,4,14,NA,NA,0,3,4,"http://elections.huffingtonpost.com/pollster/polls/abc-post-21520",NA,"Nonpartisan","None",3,"4","Thursday","12","December",4,"2014"
"225","FOX",2014-12-07,2014-12-09,2014-12-17 04:31:55,409,"Registered Voters - Democrat","Live Phone",62,3,10,NA,NA,1,1,5,"http://elections.huffingtonpost.com/pollster/polls/fox-21521",NA,"Nonpartisan","None",2,"0","Sunday","12","December",4,"2014"
"226","McClatchy/Marist",2014-12-03,2014-12-09,2014-12-16 22:23:42,420,"Registered Voters - Democrat","Live Phone",62,4,11,NA,NA,1,1,11,"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-21519",NA,"Nonpartisan","None",6,"3","Wednesday","12","December",4,"2014"
"227","CNN",2014-11-21,2014-11-23,2014-12-03 18:29:51,457,"Adults - Democrat","Live Phone",65,5,9,NA,NA,0,1,4,"http://elections.huffingtonpost.com/pollster/polls/cnn-21482",NA,"Nonpartisan","None",2,"5","Friday","11","November",4,"2014"
"228","Quinnipiac",2014-11-18,2014-11-23,2014-12-03 17:55:56,610,"Registered Voters - Democrat","Live Phone",57,4,9,NA,NA,1,1,15,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-21481",NA,"Nonpartisan","None",5,"2","Tuesday","11","November",4,"2014"
"229","ABC/Post",2014-10-09,2014-10-12,2014-10-15 11:45:34,NA,"Registered Voters - Democrat","Live Phone",64,1,13,NA,NA,1,2,8,"http://elections.huffingtonpost.com/pollster/polls/abc-post-20885",NA,"Nonpartisan","None",3,"4","Thursday","10","October",4,"2014"
"230","FOX",2014-07-20,2014-07-22,2014-07-29 15:30:55,438,"Registered Voters - Democrat","Live Phone",64,NA,12,NA,NA,1,NA,4,"http://elections.huffingtonpost.com/pollster/polls/fox-19979",NA,"Nonpartisan","None",2,"0","Sunday","07","July",3,"2014"
"231","CNN",2014-07-18,2014-07-20,2014-07-28 18:06:10,449,"Adults - Democrat","Live Phone",67,NA,8,NA,NA,2,NA,3,"http://elections.huffingtonpost.com/pollster/polls/cnn-19958",NA,"Nonpartisan","None",2,"5","Friday","07","July",3,"2014"
"232","Quinnipiac",2014-06-24,2014-06-30,2014-07-08 15:18:21,610,"Registered Voters - Democrat","Live Phone",58,NA,9,NA,NA,1,NA,16,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-19810",NA,"Nonpartisan","None",6,"2","Tuesday","06","June",2,"2014"
"233","ABC/Post",2014-05-29,2014-06-01,2014-06-09 15:16:55,380,"Registered Voters - Democrat","Live Phone",66,2,12,NA,NA,1,2,6,"http://elections.huffingtonpost.com/pollster/polls/abc-post-19614",NA,"Nonpartisan","None",3,"4","Thursday","05","May",2,"2014"
"234","FOX",2014-04-13,2014-04-15,2014-04-17 14:27:44,395,"Registered Voters - Democrat","Live Phone",69,NA,14,NA,NA,1,NA,3,"http://elections.huffingtonpost.com/pollster/polls/fox-19256",NA,"Nonpartisan","None",2,"0","Sunday","04","April",2,"2014"
"235","Reason/Rupe",2014-03-26,2014-03-30,2014-04-03 15:31:19,NA,"Adults - Democrat","Live Phone",64,NA,11,NA,NA,NA,NA,16,"http://elections.huffingtonpost.com/pollster/polls/reason-rupe-19173",NA,"Nonpartisan","None",4,"3","Wednesday","03","March",1,"2014"
"236","CNN",2014-03-07,2014-03-09,2014-03-19 15:14:56,372,"Adults - Democrat","Live Phone",64,NA,13,NA,NA,4,NA,6,"http://elections.huffingtonpost.com/pollster/polls/cnn-19073",NA,"Nonpartisan","None",2,"5","Friday","03","March",1,"2014"
"237","PPP (D)",2014-03-06,2014-03-09,2014-03-14 16:16:21,429,"Likely Voters - Democrat","Automated Phone",66,NA,11,NA,NA,2,NA,7,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-19043",NA,"Pollster","Dem",3,"4","Thursday","03","March",1,"2014"
"238","PPP (D)",2014-01-23,2014-01-26,2014-01-29 17:01:44,334,"Likely Voters - Democrat","Automated Phone",67,NA,7,NA,NA,1,NA,10,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-18741",NA,"Pollster","Dem",3,"4","Thursday","01","January",1,"2014"
"239","ABC/Post",2014-01-20,2014-01-23,2014-01-30 16:35:35,NA,"Registered Voters - Democrat","Live Phone",73,NA,12,NA,NA,NA,NA,5,"http://elections.huffingtonpost.com/pollster/polls/abc-post-18754",NA,"Nonpartisan","None",3,"1","Monday","01","January",1,"2014"
"240","Quinnipiac",2014-01-15,2014-01-19,2014-01-21 19:08:29,803,"Registered Voters - Democrat","Live Phone",65,NA,8,NA,NA,1,NA,13,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-18703",NA,"Nonpartisan","None",4,"3","Wednesday","01","January",1,"2014"
"241","FOX",2013-12-14,2013-12-16,2013-12-18 23:35:41,412,"Registered Voters - Democrat","Live Phone",68,NA,12,NA,NA,1,NA,6,"http://elections.huffingtonpost.com/pollster/polls/fox-18575",NA,"Nonpartisan","None",2,"6","Saturday","12","December",4,"2013"
"242","PPP (D)",2013-12-12,2013-12-15,2013-12-18 19:09:04,453,"Likely Voters - Democrat","Automated Phone",66,NA,10,NA,NA,2,NA,7,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-18568",NA,"Pollster","Dem",3,"4","Thursday","12","December",4,"2013"
"243","Quinnipiac",2013-12-03,2013-12-09,2013-12-11 23:45:55,1095,"Registered Voters - Democrat","Live Phone",66,NA,8,NA,NA,0,NA,13,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-18519",NA,"Nonpartisan","None",6,"2","Tuesday","12","December",4,"2013"
"244","McClatchy/Marist",2013-12-03,2013-12-05,2013-12-13 20:40:55,466,"Registered Voters - Democrat","Live Phone",65,NA,12,NA,NA,1,NA,9,"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-18533",NA,"Nonpartisan","None",2,"2","Tuesday","12","December",4,"2013"
"245","CNN",2013-11-18,2013-11-20,2013-12-02 23:40:55,374,"Adults - Democrat","Live Phone",63,NA,12,NA,NA,2,NA,6,"http://elections.huffingtonpost.com/pollster/polls/cnn-18475",NA,"Nonpartisan","None",2,"1","Monday","11","November",4,"2013"
"246","PPP (D)",2013-10-29,2013-10-31,2013-11-05 19:40:43,400,"Likely Voters - Democrat","Automated Phone",67,NA,12,NA,NA,2,NA,12,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-18368",NA,"Pollster","Dem",2,"2","Tuesday","10","October",4,"2013"
"247","YouGov/Economist",2013-10-26,2013-10-28,2013-10-30 22:37:44,381,"Adults - Democrat","Internet",44,NA,10,NA,NA,3,NA,32,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-18325",NA,"Nonpartisan","None",2,"6","Saturday","10","October",4,"2013"
"248","YouGov",2013-09-30,2013-10-01,2013-12-13 20:14:16,341,"Adults - Democrat","Internet",57,NA,8,NA,NA,1,NA,23,"http://elections.huffingtonpost.com/pollster/polls/yougov-18531",NA,"Nonpartisan","None",1,"1","Monday","09","September",3,"2013"
"249","Quinnipiac",2013-09-23,2013-09-29,2013-10-02 17:17:47,692,"Registered Voters - Democrat","Live Phone",61,NA,11,NA,NA,0,NA,17,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-18116",NA,"Nonpartisan","None",6,"1","Monday","09","September",3,"2013"
"250","Rasmussen",2013-09-16,2013-09-17,2013-09-19 18:44:30,NA,"Likely Voters - Democrat","Automated Phone",77,NA,11,NA,NA,NA,NA,6,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-17978",NA,"Nonpartisan","None",1,"1","Monday","09","September",3,"2013"
"251","CNN",2013-09-06,2013-09-08,2013-09-16 19:48:33,448,"Adults - Democrat","Live Phone",65,NA,10,NA,NA,2,NA,7,"http://elections.huffingtonpost.com/pollster/polls/cnn-17953",NA,"Nonpartisan","None",2,"5","Friday","09","September",3,"2013"
"252","Rasmussen",2013-08-01,2013-08-02,2013-08-06 15:18:47,380,"Likely Voters - Democrat","Automated Phone",63,NA,12,NA,NA,1,NA,9,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-17777",NA,"Nonpartisan","None",1,"4","Thursday","08","August",3,"2013"
"253","PPP (D)",2013-07-19,2013-07-21,2013-07-26 20:22:53,418,"Likely Voters - Democrat","Automated Phone",52,NA,12,NA,NA,1,NA,17,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-17738",NA,"Pollster","Dem",2,"5","Friday","07","July",3,"2013"
"254","McClatchy/Marist",2013-07-15,2013-07-18,2013-07-26 19:50:20,426,"Registered Voters - Democrat","Live Phone",63,NA,13,NA,NA,1,NA,18,"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-17737",NA,"Nonpartisan","None",3,"1","Monday","07","July",3,"2013"
"255","YouGov/Economist",2013-05-25,2013-05-27,2013-05-29 17:09:41,403,"Adults - Democrat","Internet",60,NA,14,NA,NA,3,NA,17,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-17467",NA,"Nonpartisan","None",2,"6","Saturday","05","May",2,"2013"
"256","YouGov/Economist",2013-05-18,2013-05-20,2013-05-22 17:52:33,407,"Adults - Democrat","Internet",64,NA,11,NA,NA,0,NA,20,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-17431",NA,"Nonpartisan","None",2,"6","Saturday","05","May",2,"2013"
"257","YouGov/Economist",2013-05-11,2013-05-13,2013-05-15 17:08:30,398,"Adults - Democrat","Internet",59,NA,9,NA,NA,1,NA,24,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-17400",NA,"Nonpartisan","None",2,"6","Saturday","05","May",2,"2013"
"258","PPP (D)",2013-05-06,2013-05-09,2013-05-15 16:18:48,589,"Likely Voters - Democrat","Automated Phone",63,NA,13,NA,NA,2,NA,10,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-17399",NA,"Pollster","Dem",3,"1","Monday","05","May",2,"2013"
"259","Quinnipiac",2013-04-25,2013-04-29,2013-05-02 14:28:06,650,"Registered Voters - Democrat","Live Phone",65,NA,13,NA,NA,1,NA,14,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-17336",NA,"Nonpartisan","None",4,"4","Thursday","04","April",2,"2013"
"260","PPP (D)",2013-03-27,2013-03-30,2013-04-04 16:22:12,666,"Likely Voters - Democrat","Automated Phone",64,NA,18,NA,NA,1,NA,6,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-17222",NA,"Pollster","Dem",3,"3","Wednesday","03","March",1,"2013"
"261","PPP (D)",2013-01-31,2013-02-03,2013-02-07 20:34:59,416,"Likely Voters - Democrat","Automated Phone",58,NA,19,NA,NA,1,NA,9,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-16996",NA,"Pollster","Dem",3,"4","Thursday","01","January",1,"2013"
"262","PPP (D)",2013-01-31,2013-02-03,2014-03-24 20:23:45,416,"Likely Voters - Democrat","Automated Phone",58,NA,19,NA,NA,1,NA,9,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-19115",NA,"Pollster","Dem",3,"4","Thursday","01","January",1,"2013"
"263","YouGov/Economist",2013-01-19,2013-01-21,2013-02-01 18:34:41,378,"Adults - Democrat","Internet",44,NA,11,NA,NA,2,NA,27,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-16964",NA,"Nonpartisan","None",2,"6","Saturday","01","January",1,"2013"
"264","YouGov/Economist",2013-01-12,2013-01-14,2013-02-01 17:14:07,390,"Adults - Democrat","Internet",48,NA,12,NA,NA,1,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-16963",NA,"Nonpartisan","None",2,"6","Saturday","01","January",1,"2013"
"265","PPP (D)",2013-01-03,2013-01-06,2013-01-08 12:08:17,400,"Likely Voters - Democrat","Automated Phone",57,NA,16,NA,NA,3,NA,10,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-16866",NA,"Pollster","Dem",3,"4","Thursday","01","January",1,"2013"
"266","PPP (D)",2012-11-30,2012-12-02,2012-12-06 16:31:37,454,"Registered Voters - Democrat","Automated Phone",61,NA,12,NA,NA,2,NA,12,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-16784",NA,"Pollster","Dem",2,"5","Friday","11","November",4,"2012"
