is_incumbent,cycle ,not_seeking_reelection,other_office_sought ,other_fec_id ,name,pty ,party ,fec_id ,pcc ,election_year,state,office,office_district,term_class,total_receipts,total_contributions,total_disbursements,outstanding_loans,cash_on_hand,cash_on_hand_date,total_independent_expenditures,independent_expenditures_supporting,independent_expenditures_opposing
False,2016,False,,,"RODKIN ROTERING, NANCY",DEM,D,H6IL10135,C00574434,2016,IL,H,10,,1269973.61,919730.44,333842.19,345000.00,936131.42,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"AISHI, AYANO",W,,P60018728,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DUKE, DEON LEWIS",OTH,,P60012051,C00584565,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MARSELUS, REGINALD WAYNE",DEM,D,H4KS03170,C00561639,2016,KS,H,03,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BATCHER, SCOTT GERALD",REP,R,P60019833,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MCGUIRE, SCOTTIE JR",IND,,P60011319,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"KNOWLES, BEYONC? GISELLE",NNE,,P60014354,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"JOESTAR, JOHNNY",TX,,P60019049,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"LANE, JAMES",GRE,,H6NY11182,C00573691,2015,NY,H,11,,14241.00,12889.00,13983.11,0.00,257.89,2015-07-07,0.00,0.00,0.00
False,2016,False,,,"PATTERSON, ROERT W",REP,R,H6NJ01204,,2016,NJ,H,01,,47071.22,45845.00,11189.39,0.00,35881.83,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"BRUNER, MATTHEW",IND,,H6CA20160,,2016,CA,H,20,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BILLSHOT, ELWOOD KIRK D MR. BAILEY",IAP,,P60013950,C00585513,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"ROWE, BRANDON CORNING MR.",IND,,P60017969,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"CLARK, KYLE RYAN MR",UN,,P60019023,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SAUTER, DONALD",UNK,,P60004488,C00318758,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SANDERA, ROBERT WILLIAM",IND,,P20004909,C00520304,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"CHABOT, STEVE",REP,R,H8OH01043,C00301838,2016,OH,H,01,,498831.96,294431.96,229830.42,0.00,909533.74,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"KITTS, DEREK WAYNE",DEM,D,H6VA09086,,2016,VA,H,09,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"PEPPER, DOCTOR",AIP,,P60014693,C00586123,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"LOEBSACK, DAVID WAYNE",DEM,D,H6IA02146,C00414318,2016,IA,H,02,,789418.84,314614.83,263110.07,0.00,559778.05,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"DUBS, DUB-",IND,,P60014339,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MEADOWS, SHERRY A",DEM,D,P80003031,C00421743,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DUBON, TODD NORMAN",REP,R,P60008968,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"PEREZ, FRANK",DEM,D,H6FL27015,,2016,FL,H,27,,105900.00,5900.00,967.64,100000.00,104932.36,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"KENOBI, OBI WAN JEDI.",OTH,,P60012085,C00584581,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DVINANIN, ALEXANDER",IND,,P60010972,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"ELIJAH, ISIS",REP,R,P60008786,C00581009,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"NUTZ, DEEZ W.",OTH,,P60011350,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MIX, RICHARD",REP,R,H6GA03097,C00607549,2016,GA,H,03,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SALAD, JEWISH JAMES MR.",IND,,P60011921,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BOYDSTON, J FATHER REV",IND,,P00004580,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SMITH, RYAN",IDP,,P60014198,C00585703,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,2015-10-15,0.00,0.00,0.00
False,2016,False,,,"SWEENEY, MIKE",REP,R,H6TX31052,,2016,TX,H,31,,5676.84,1680.00,4052.07,3996.84,2124.77,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"JEWELL, EDWARD CARLTON, SR",UNK,,P60007226,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BRADY, KRISTYNA",REP,R,P60013588,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"PICA, LOUIS S",NNE,,P60006285,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BAXTER, ADAM CRAIG MR",NPA,,P60015021,C00586420,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"ALLEN, ALICE",DEM,D,P60016433,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DIETRICH, GRAYSON DEAN",DEM,D,P60013398,C00585240,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"PICUS, PRESTON",IND,,H6CA12175,,2016,CA,H,12,,6925.55,6925.55,4224.62,0.00,304.06,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"STEWART, MARK",DEM,D,P60018116,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"COHEN, RONALD H",REP,R,H6CA17141,C00591784,2016,CA,H,17,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"ARNESON, DIRK EDWARD",REP,R,H6NE02141,,2016,NE,H,02,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"PELOSI, NANCY",DEM,D,H8CA05035,C00213512,2016,CA,H,12,,1691135.33,964935.06,1774190.79,0.00,898104.47,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"PERKINS, RANDY",DEM,D,H6FL18147,C00592261,2016,FL,H,18,,1427641.74,427499.99,62147.55,0.00,1365494.19,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"CARGAS, JAMES P",DEM,D,H2TX07036,C00509299,2016,TX,H,07,,13254.16,11229.16,10988.09,10750.00,2682.69,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"BAKER, EDWARD LANE",NNE,,P60005428,C00566927,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BEDIO, DENISE",OTH,,P60017241,C00590612,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DEBOW, MR PAUL W",REP,R,P60005162,C00562512,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"PEREZ, N RUBEN",LIB,,H6TX29114,,2016,TX,H,29,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"ARNESS, MARK KENNETH",REP,R,H4MD05144,C00558619,2016,MD,H,05,,21646.60,1000.00,19489.00,10000.00,2157.60,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"WINTEREGG, J D",REP,R,H4OH08062,C00551465,2016,OH,H,08,,47336.72,44836.72,43514.44,16452.22,4526.15,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"OCKANDER, PATRICK ANTHONY MR.",CON,,P60009651,C00583070,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"REED, ROBERT J MR",OTH,,P60009081,C00581629,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SCHRUTE, DWIGHT",IND,,P60012010,C00584557,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BAKER, BRUCE",REP,R,H6CO07098,,2016,CO,H,07,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"JONES, ROGER STARNER DR.",REP,R,H6MS01198,C00574269,2015,MS,H,01,,538358.00,25808.00,538358.00,0.00,0.00,2015-06-30,9989.00,0.00,9989.00
False,2016,False,,,"HAHN, MARTIN",IND,,P60005949,C00573998,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"GRAYSON, ALAN MARK",DEM,D,H6FL08213,C00424713,2016,FL,H,09,,453917.83,366916.94,428194.77,2401501.32,71055.66,2015-06-30,60.00,0.00,60.00
False,2016,False,,,"HERNANDEZ, ROGER",DEM,D,H6CA32132,C00596858,2016,CA,H,32,,169380.00,87350.00,0.00,85000.00,169380.00,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"ROMEO, MICHAEL H",REP,R,H6NM03067,C00586560,2016,NM,H,03,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MENGES, RYAN M. SIR",WA,,P60014644,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MARLOWE, HAYDEN",REP,R,H6GA03089,C00603118,2016,GA,H,03,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BRADELL, KYLE",REP,R,H6CO06066,,2016,CO,H,06,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MULLINS, BAIN",FRE,,P60010774,C00584045,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MICHAELS, BARRY",DEM,D,H6NV03014,C00417410,2016,NV,H,03,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MAO, ANDREW",DEM,D,P60016714,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SHUDOFSKY, ARYEH",REP,R,H6MD08531,,2016,MD,H,08,,29800.00,27800.00,16679.26,0.00,13120.74,2015-12-31,0.00,0.00,0.00
True,2016,False,,,"ALLEN, RICHARD W",REP,R,H2GA12121,C00504019,2016,GA,H,12,,607517.33,352497.00,463534.26,1125000.00,204092.64,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"WAGNER, JEFFREY ALAN",OTH,,P60010451,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"CHENYWORTH, TONEY EVERETT",IND,,P60010618,C00584011,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"PARKER, JOHN STANLEY",IND,,P60018223,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SCARBOROUGH, LARRY D",UNK,,P60005774,C00572065,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"ANSEL, JEFFREY",IND,,H6TX13126,C00592253,2015,TX,H,13,,4767.00,4767.00,2320.79,0.00,4785.43,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"JANDA, DARIN DONALD MR",IND,,P60006483,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"EVERS, JOSHUA",W,,P60016615,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"LAWSON, EDGAR A",REP,R,P20003950,C00511139,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SHANLEY, BRIAN JAMES",REP,R,P60014081,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"WALZ, JIM",DEM,D,H6IL14129,,2016,IL,H,14,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"FORSYTH, JOHN SCOTT",DEM,D,P60007739,C00578930,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"REY, CHRIS",DEM,D,S6NC00282,C00590711,2016,NC,S,00,3,47374.00,47374.00,43848.00,0.00,3525.00,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"WELSH, REVI BARRY ALAN",DEM,D,H6IN06149,C00439653,2016,IN,H,06,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DEL VECCHIO, KENNETH",REP,R,H6NY18195,,2016,NY,H,18,,15701.00,8181.00,5390.06,6000.00,10310.94,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"MIKLES, GEORGRE D",AIC,,P60009578,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"ISSA, DARRELL ",REP,R,H0CA48024,C00350520,2016,CA,H,49,,515518.06,296295.14,447097.77,0.00,3818444.46,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"HOWE, JOHN STERLING",REP,R,H6MN02164,,2016,MN,H,02,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"LUPINACCI, CHAD ANTHONY",REP,R,H6NY03189,,2016,NY,H,03,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DICKSON, FREDDIE DONALD JR",DEM,D,S6MD03540,,2016,MD,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"ZEPPELI, GYRO",SEP,,P60019056,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DEMARE, JOSEPH ROSARIO",GRE,,S2OH00238,,2016,OH,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"GILMORE III, JAMES STUART",REP,R,P60009271,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"TESTICLES, TOY",IND,,P60018793,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"ANDERSON, JOHN LESTER MR",POP,,P60011632,C00584417,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"WANG, AVIVA",DEM,D,P60014016,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"STUARD, GARY",GRE,,H6TX32092,,2016,TX,H,32,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"SHELBY, RICHARD C",REP,R,S6AL00013,C00193623,2016,AL,S,,3,2795112.00,2673761.00,8659124.00,0.00,12191418.00,2016-02-10,470970.41,470970.41,0.00
True,2016,False,,,"BOUSTANY, CHARLES W. DR. JR.",REP,R,H4LA07029,C00394866,2016,LA,H,03,,1982517.44,1085384.98,891464.18,0.00,1457571.14,2015-09-30,0.00,0.00,0.00
False,2016,False,,,"CAUGHEY, MILES A",REP,R,H6KY01144,,2016,KY,H,01,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"KENNEDY, JOHN NEELY",REP,R,S4LA00065,C00396044,2016,LA,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"GODWIN, MARY ELISABETH",REP,R,S6FL00400,,2016,FL,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SANTARSIERO, STEVEN J",DEM,D,H6PA08228,C00571455,2016,PA,H,08,,739841.31,569591.35,317355.20,0.00,422486.11,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"CLEMENTS, PAUL COLIN",DEM,D,H4MI06105,C00540856,2016,MI,H,06,,276112.84,266887.84,46756.28,0.00,229711.44,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"MAXWELL, MATTHEW",REP,R,H6CT05140,,2016,CT,H,05,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"ESTRADA, JOHN",REP,R,S6CA00600,C00572578,2016,CA,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"HAYDEN, JAMES A",REP,R,P20004289,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"CRAMER, KEVIN MR.",REP,R,H0ND01026,C00504704,2016,ND,H,00,,666857.34,273760.34,226097.25,0.00,461658.05,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"AKA THE PROPHET AKA EARL, TRIPPYCUP AKA YOUNG TRIPPZ AKA THE GOAT SIR",FED,,P60010683,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"FAHL, MICHAEL TRAVIS",OTH,,P60015526,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"KATT, CORNELIUS JANNIK",OTH,,P60007804,C00579177,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"LEE, YUNGMAN F",DEM,D,H6NY07149,C00592519,2016,NY,H,07,,156960.00,156960.00,31272.03,0.00,125687.97,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"JACKSON, ROLAND",UNK,,P60006350,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MCCUBBINS, LIMBERBUTT",DEM,D,P60007366,C00577486,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"LEE, BARBARA",DEM,D,H8CA09060,C00331769,2016,CA,H,13,,583870.46,430214.50,552259.33,8803.50,115301.73,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"FILAK, MICHAEL A MR.",DEM,D,H6TX03168,,2016,TX,H,03,,11235.04,7735.00,7811.38,3500.00,3423.66,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"MCKEEN, JEREMY MARC",DEM,D,P60009800,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"COOGAN, ROBERT",LIB,,H6OH08273,,2016,OH,H,08,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"VALENTINE, JAMES",DEM,D,P60017100,C00590273,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"LASONDE, JOAN MCCARTHY",REP,R,H6IL09145,C00591149,2016,IL,H,09,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"LEBECK, JASON MR.",LIB,,H6WI01200,C00608539,2016,WI,H,01,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"PETERMANN, JEFF",REP,R,H4IN02168,,2016,IN,H,02,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BROWN, SAKIMA",REP,R,H6NY18161,,2016,NY,H,18,,8374.01,5888.86,6480.02,1000.00,1893.99,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"SMITHERMAN, TONY",OTH,,P60007259,C00577403,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"ANDERSON, JOSEPH EDWARD DR. JR.",REP,R,P60006053,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"SHERMAN, ROB",GRE,,H6IL05176,,2016,IL,H,05,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"RANGEL, RICARDO",DEM,D,H6FL09153,C00580308,2016,FL,H,09,,27524.00,25524.00,21217.61,0.00,6306.39,2015-12-31,0.00,0.00,0.00
True,2016,False,,,"WEBER, RANDY",REP,R,H2TX14149,C00502229,2016,TX,H,14,,324026.48,252398.09,245505.02,146500.00,284918.33,2016-02-10,0.00,0.00,0.00
False,2016,False,,,"WOLFCHILD, REBECCA MRS.",DEM,D,P60012713,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"GRAYSON, DERRICK EARL",REP,R,S4GA11236,C00545111,2016,GA,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BRILL, ROGER Q.",REP,R,H6KY06135,,2016,KY,H,06,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BYERS, JAMES ROBERT",IND,,P60004967,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"WHITE, DANIEL",GRE,,P60006491,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BRANNON, GREGORY JOSEPH",REP,R,S4NC00147,C00603571,2016,NC,S,00,3,49027.00,49027.00,27661.00,0.00,34019.00,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"BAUCOM, DAVID EDWARD",REP,R,P60008653,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"GRANGER, KAY",REP,R,H6TX12060,C00310532,2016,TX,H,12,,738568.97,422700.00,625762.73,5747.50,203369.68,2016-02-10,0.00,0.00,0.00
False,2016,False,,,"ICE, ELSA QUEEN",IND,,P60010089,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"HAUGH, SEAN",LIB,,S2NC00257,C00568147,2016,NC,S,00,3,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"BABEU, PAUL RAYMOND",REP,R,H2AZ04127,C00588673,2016,AZ,H,04,,308702.87,306699.67,58929.47,0.00,249773.40,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"BUSHDID, 9/11",IND,,P60016649,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"COWSER, MICHAEL",OTH,,P60014008,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MATHESON, RICHARD LEE MR",W,,P60016979,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"ALLEN, BENJAMIN",IND,,P60014263,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"HARRIS, KAMALA D",DEM,D,S6CA00584,C00571919,2016,CA,S,00,3,7899826.00,7452411.00,3932810.00,212438.00,3967017.00,2015-12-31,0.00,0.00,0.00
True,2016,False,,,"WALBERG, TIMOTHY L HON.",REP,R,H4MI07103,C00390724,2016,MI,H,07,,1032481.42,496776.62,291268.67,0.00,1060668.11,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"LAWSON, MARK",GRE,,H4TX19284,,2016,TX,H,19,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DREW, ARTHUR E",IND,,P60008919,C00581389,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MARTINEZ, SHAWNA JOY",IND,,P60004843,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MASSIVE, JAYNUS HUGH",OTH,,P60012879,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"DUCKWORTH, L TAMMY",DEM,D,S6IL00292,C00574889,2016,IL,S,00,3,5707884.00,4041240.00,2054748.00,0.00,3653135.00,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"PERICOLO, ANTHONY AMERIGO MR.",REP,R,P60012473,C00584862,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"JOHNSON, DANIEL",DEM,D,H6OH04165,,2016,OH,H,04,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"HASTINGS, ALCEE L",DEM,D,H2FL23021,C00269837,2016,FL,H,20,,396166.45,221925.00,280029.60,0.00,270593.80,2015-12-31,0.00,0.00,0.00
True,2016,False,,,"MURPHY, TIMOTHY",REP,R,H2PA18143,C00372201,2016,PA,H,18,,758815.43,294441.30,497692.83,0.00,1080043.49,2015-12-31,0.00,0.00,0.00
True,2016,False,,,"GREEN, ALEXANDER",DEM,D,H4TX09095,C00396028,2016,TX,H,09,,469770.49,250904.53,372122.98,50000.00,226700.73,2016-02-10,0.00,0.00,0.00
False,2016,False,,,"CAPUANO, MICHAEL E",DEM,D,H8MA08071,C00336388,2016,MA,H,07,,281239.98,70706.11,245872.55,0.00,735257.85,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"SWANSON, PARKER AKA P-SWANEY",COM,,P60013711,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
True,2016,False,,,"BISHOP, MIKE",REP,R,H4MI08135,C00561001,2016,MI,H,08,,747319.40,319977.59,201520.80,31871.92,586387.61,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"DUTZ, NEEZ MR.",IND,,P60016334,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"REGIS, JOSE",VET,,P60012614,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"HARTMAN, CHRISTINA MARIE MS.",DEM,D,H6PA16296,C00580316,2016,PA,H,16,,125646.59,102946.59,39112.65,21000.00,86533.94,2015-12-31,0.00,0.00,0.00
False,2016,False,,,"JAMESON, SCOTT",LIB,,H6TX03200,,2016,TX,H,03,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"MCMENEMY, MICHAEL",DEM,D,P60007333,,2016,US,P,00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
False,2016,False,,,"HALL, ROBERT",REP,R,H6IN09200,,2016,IN,H,09,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
