"","Pollster","Start.Date","End.Date","Entry.Date.Time","Number.of.Observations","Population","Mode","Trump","Cruz","Rubio","Carson","Kasich","Bush","Christie","Fiorina","Gilmore","Graham","Huckabee","Jindal","Pataki","Perry","Rand.Paul","Santorum","Walker","Undecided","Pollster.URL","Source.URL","Partisan","Affiliation","Poll.Length","DOW","Weekday","Month","MonthName","Quarter","Year"
"166","Ipsos/Reuters",2015-08-01,2015-08-05,2015-08-07 01:31:53,344,"Adults - Republican","Internet",24,6,4,5,3,16,3,1,NA,3,5,1,0,4,7,2,12,6,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-22515",NA,"Nonpartisan","None",4,"6","Saturday","08","August",3,"2015"
"167","Zogby (Internet)/ University of Akron",2015-08-03,2015-08-04,2015-08-05 21:11:30,565,"Likely Voters - Republican","Internet",26,5,3,2,1,17,3,1,0,0,3,2,1,2,3,1,5,25,"http://elections.huffingtonpost.com/pollster/polls/zogby-internet-university-of-akron-22495",NA,"Nonpartisan","None",1,"1","Monday","08","August",3,"2015"
"168","YouGov/Economist",2015-07-31,2015-08-04,2015-08-07 21:46:40,424,"Registered Voters - Republican","Internet",26,6,8,6,1,12,4,2,0,1,3,3,0,2,6,0,14,4,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22516",NA,"Nonpartisan","None",4,"5","Friday","07","July",3,"2015"
"169","Morning Consult",2015-07-31,2015-08-03,2015-08-05 01:23:17,783,"Registered Voters - Republican","Internet",25,7,6,7,2,12,3,1,NA,0,5,3,1,3,5,2,8,10,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22487",NA,"Nonpartisan","None",3,"5","Friday","07","July",3,"2015"
"170","FOX",2015-07-30,2015-08-02,2015-08-04 02:31:58,475,"Likely Voters - Republican","Live Phone",26,6,5,7,3,15,3,2,0,0,6,1,0,1,5,2,9,7,"http://elections.huffingtonpost.com/pollster/polls/fox-22473",NA,"Nonpartisan","None",3,"4","Thursday","07","July",3,"2015"
"171","Monmouth University",2015-07-30,2015-08-02,2015-08-03 19:29:52,423,"Registered Voters - Republican","Live Phone",26,6,4,5,3,12,4,2,0,1,6,1,0,2,4,1,11,11,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-22461",NA,"Nonpartisan","None",3,"4","Thursday","07","July",3,"2015"
"172","Bloomberg/Selzer",2015-07-30,2015-08-02,2015-08-04 19:22:50,500,"Registered Voters - Republican","Live Phone",21,4,6,5,4,10,4,1,0,1,7,1,0,2,5,2,8,18,"http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-22475",NA,"Nonpartisan","None",3,"4","Thursday","07","July",3,"2015"
"173","CBS",2015-07-29,2015-08-02,2015-08-04 20:36:21,408,"Likely Voters - Republican","Live Phone",24,6,6,6,1,13,3,0,1,1,8,2,1,2,4,1,10,12,"http://elections.huffingtonpost.com/pollster/polls/cbs-22476",NA,"Nonpartisan","None",4,"3","Wednesday","07","July",3,"2015"
"174","NBC/WSJ",2015-07-26,2015-07-30,2015-08-03 01:44:59,252,"Likely Voters - Republican","Live Phone",19,9,5,10,3,14,3,0,0,0,6,1,0,3,6,1,15,5,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-22460",NA,"Nonpartisan","None",4,"0","Sunday","07","July",3,"2015"
"175","Gravis Marketing/One America News",2015-07-29,2015-07-29,2015-08-05 22:47:03,732,"Likely Voters - Republican","Automated Phone",31,6,5,6,5,13,3,2,NA,1,6,0,0,3,4,2,13,NA,"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-one-america-news-22497",NA,"Sponsor","Rep",0,"3","Wednesday","07","July",3,"2015"
"176","Rasmussen",2015-07-28,2015-07-29,2015-08-05 19:19:16,471,"Likely Voters - Republican","Automated Phone",26,7,5,5,5,10,2,1,NA,1,7,2,1,2,3,2,14,7,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-22490",NA,"Nonpartisan","None",1,"2","Tuesday","07","July",3,"2015"
"177","Ipsos/Reuters",2015-07-25,2015-07-29,2015-08-05 00:43:28,409,"Adults - Republican","Internet",27,3,5,6,4,11,4,2,NA,2,5,2,2,3,7,2,7,8,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-22486",NA,"Nonpartisan","None",4,"6","Saturday","07","July",3,"2015"
"178","Emerson College Polling Society",2015-07-26,2015-07-28,2015-08-11 20:17:22,476,"Likely Voters - Republican","Automated Phone",31,8,4,5,2,15,2,3,NA,0,6,0,0,0,4,1,13,7,"http://elections.huffingtonpost.com/pollster/polls/emerson-college-polling-society-22537",NA,"Nonpartisan","None",2,"0","Sunday","07","July",3,"2015"
"179","Quinnipiac",2015-07-23,2015-07-28,2015-08-03 00:50:33,710,"Registered Voters - Republican","Live Phone",20,5,6,6,5,10,3,1,0,1,6,2,1,2,6,1,13,13,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22459",NA,"Nonpartisan","None",5,"4","Thursday","07","July",3,"2015"
"180","Morning Consult",2015-07-23,2015-07-27,2015-07-29 21:10:26,750,"Registered Voters - Republican","Internet",24,4,5,8,4,13,5,1,NA,1,4,1,1,1,3,2,9,NA,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22452",NA,"Nonpartisan","None",4,"4","Thursday","07","July",3,"2015"
"181","CNN",2015-07-22,2015-07-25,2015-07-27 22:01:00,419,"Likely Voters - Republican","Live Phone",18,6,7,4,4,15,4,1,0,1,5,2,1,3,6,2,10,7,"http://elections.huffingtonpost.com/pollster/polls/cnn-22434",NA,"Nonpartisan","None",3,"3","Wednesday","07","July",3,"2015"
"182","PPP (D)",2015-07-20,2015-07-21,2015-07-23 17:55:26,524,"Likely Voters - Republican","IVR/Online",19,4,10,10,3,12,3,4,0,0,8,1,0,1,4,1,17,2,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-22415",NA,"Pollster","Dem",1,"1","Monday","07","July",3,"2015"
"183","YouGov/Economist",2015-07-18,2015-07-20,2015-07-24 23:47:03,228,"Registered Voters - Republican","Internet",28,4,4,7,2,14,3,3,NA,2,3,1,0,2,5,1,13,8,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22430",NA,"Nonpartisan","None",2,"6","Saturday","07","July",3,"2015"
"184","Morning Consult",2015-07-17,2015-07-20,2015-07-21 23:09:47,754,"Registered Voters - Republican","Internet",22,4,6,8,NA,15,4,2,NA,NA,7,NA,NA,NA,5,NA,12,12,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22405",NA,"Nonpartisan","None",3,"5","Friday","07","July",3,"2015"
"185","ABC/Post",2015-07-16,2015-07-19,2015-07-21 01:22:48,341,"Registered Voters - Republican","Live Phone",24,4,7,6,2,12,3,0,NA,0,8,2,1,4,6,1,13,7,"http://elections.huffingtonpost.com/pollster/polls/abc-post-22400",NA,"Nonpartisan","None",3,"4","Thursday","07","July",3,"2015"
"186","Wilson Perkins Allen Opinion Research (R-Cruz)",2015-07-14,2015-07-15,2015-07-28 01:30:19,800,"Likely Voters","Live Phone",15,8,6,8,NA,11,NA,NA,NA,NA,5,NA,NA,NA,4,NA,17,16,"http://elections.huffingtonpost.com/pollster/polls/wilson-perkins-allen-opinion-research-r-cruz-22446",NA,"Sponsor","Rep",1,"2","Tuesday","07","July",3,"2015"
"187","FOX",2015-07-13,2015-07-15,2015-07-17 02:36:39,389,"Likely Voters - Republican","Live Phone",18,4,7,6,2,14,3,1,NA,0,4,0,0,1,8,2,15,9,"http://elections.huffingtonpost.com/pollster/polls/fox-22386",NA,"Nonpartisan","None",2,"1","Monday","07","July",3,"2015"
"188","Lincoln Park Strategies (D)",2015-07-09,2015-07-14,2015-07-21 19:25:50,297,"Likely Voters - Republican","Internet",22,9,6,6,1,13,4,1,NA,0,5,0,0,3,5,2,8,16,"http://elections.huffingtonpost.com/pollster/polls/lincoln-park-strategies-d-22402",NA,"Nonpartisan","None",5,"4","Thursday","07","July",3,"2015"
"189","Morning Consult",2015-07-08,2015-07-13,2015-07-22 00:00:48,762,"Registered Voters - Republican","Internet",17,6,9,5,NA,19,6,2,NA,NA,6,NA,NA,NA,8,NA,7,13,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-22406",NA,"Nonpartisan","None",5,"3","Wednesday","07","July",3,"2015"
"190","Monmouth University",2015-07-09,2015-07-12,2015-07-13 19:11:08,336,"Registered Voters - Republican","Live Phone",13,9,6,6,1,15,2,1,0,1,7,2,1,2,6,2,7,19,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-22371",NA,"Nonpartisan","None",3,"4","Thursday","07","July",3,"2015"
"191","Suffolk/USA Today",2015-07-09,2015-07-12,2015-07-15 02:48:40,349,"Likely Voters - Republican","Live Phone",17,6,5,4,1,14,3,1,NA,0,4,1,0,1,4,1,8,30,"http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-22376",NA,"Nonpartisan","None",3,"4","Thursday","07","July",3,"2015"
"192","YouGov/Economist",2015-07-04,2015-07-06,2015-07-10 01:26:41,226,"Registered Voters - Republican","Internet",15,4,9,7,2,11,6,3,NA,0,9,2,0,3,11,2,9,5,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22360",NA,"Nonpartisan","None",2,"6","Saturday","07","July",3,"2015"
"193","YouGov/Economist",2015-06-27,2015-06-29,2015-07-08 22:58:40,246,"Registered Voters - Republican","Internet",11,4,10,9,2,14,3,6,NA,2,6,3,0,2,11,1,12,5,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22352",NA,"Nonpartisan","None",2,"6","Saturday","06","June",2,"2015"
"194","CNN",2015-06-26,2015-06-28,2015-07-01 18:33:34,407,"Likely Voters - Republican","Live Phone",12,3,7,8,3,17,3,1,NA,1,5,2,0,4,8,4,6,9,"http://elections.huffingtonpost.com/pollster/polls/cnn-22330",NA,"Nonpartisan","None",2,"5","Friday","06","June",2,"2015"
"195","FOX",2015-06-21,2015-06-23,2015-06-25 19:39:57,378,"Registered Voters - Republican","Live Phone",11,4,8,10,2,15,2,3,NA,1,6,2,1,2,9,3,9,9,"http://elections.huffingtonpost.com/pollster/polls/fox-22300",NA,"Nonpartisan","None",2,"0","Sunday","06","June",2,"2015"
"196","YouGov/Economist",2015-06-20,2015-06-22,2015-06-25 23:20:39,235,"Registered Voters - Republican","Internet",11,9,11,10,2,10,2,3,NA,2,6,0,0,2,11,2,10,8,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22306",NA,"Nonpartisan","None",2,"6","Saturday","06","June",2,"2015"
"197","NBC/WSJ",2015-06-14,2015-06-18,2015-06-23 00:24:58,236,"Likely Voters - Republican","Live Phone",1,4,14,11,1,22,4,2,NA,1,9,0,0,5,7,0,17,1,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-22284",NA,"Nonpartisan","None",4,"0","Sunday","06","June",2,"2015"
"198","YouGov/Economist",2015-06-13,2015-06-15,2015-06-19 19:38:31,235,"Registered Voters - Republican","Internet",2,3,10,9,4,14,4,6,NA,0,7,1,0,7,9,3,9,11,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22276",NA,"Nonpartisan","None",2,"6","Saturday","06","June",2,"2015"
"199","Monmouth University",2015-06-11,2015-06-14,2015-06-15 18:57:24,351,"Registered Voters - Republican","Live Phone",2,5,9,11,1,9,4,2,NA,2,8,1,0,4,6,3,10,22,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-22246",NA,"Nonpartisan","None",3,"4","Thursday","06","June",2,"2015"
"200","PPP (D)",2015-06-11,2015-06-14,2015-06-17 18:33:48,492,"Likely Voters - Republican","IVR/Online",NA,8,13,12,NA,15,4,5,NA,NA,11,NA,NA,NA,8,NA,17,9,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-22258",NA,"Pollster","Dem",3,"4","Thursday","06","June",2,"2015"
"201","YouGov/Economist",2015-06-06,2015-06-08,2015-06-15 20:31:52,343,"Registered Voters - Republican","Internet",NA,7,10,10,2,8,5,7,NA,5,7,1,0,2,9,4,7,14,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22247",NA,"Nonpartisan","None",2,"6","Saturday","06","June",2,"2015"
"202","FOX",2015-05-31,2015-06-02,2015-06-04 19:00:34,370,"Registered Voters - Republican","Live Phone",4,8,7,11,2,12,5,2,NA,2,6,1,2,4,9,2,12,10,"http://elections.huffingtonpost.com/pollster/polls/fox-22210",NA,"Nonpartisan","None",2,"0","Sunday","05","May",2,"2015"
"203","YouGov/Economist",2015-05-30,2015-06-01,2015-06-05 22:05:57,255,"Registered Voters - Republican","Internet",NA,7,8,6,3,15,2,5,NA,1,9,1,0,2,10,3,12,14,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22218",NA,"Nonpartisan","None",2,"6","Saturday","05","May",2,"2015"
"204","CNN",2015-05-29,2015-05-31,2015-06-02 20:14:56,483,"Adults - Republican","Live Phone",3,8,14,7,1,13,4,1,NA,1,10,1,3,5,8,2,10,3,"http://elections.huffingtonpost.com/pollster/polls/cnn-22199",NA,"Nonpartisan","None",2,"5","Friday","05","May",2,"2015"
"205","ABC/Post",2015-05-28,2015-05-31,2015-06-02 20:49:13,362,"Registered Voters - Republican","Live Phone",4,8,10,8,3,10,6,2,NA,1,9,0,1,2,11,4,11,8,"http://elections.huffingtonpost.com/pollster/polls/abc-post-22200",NA,"Nonpartisan","None",3,"4","Thursday","05","May",2,"2015"
"206","Quinnipiac",2015-05-19,2015-05-26,2015-05-28 21:52:59,679,"Registered Voters - Republican","Live Phone",5,6,10,10,2,10,4,2,NA,1,10,1,0,1,7,0,10,21,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22181",NA,"Nonpartisan","None",7,"2","Tuesday","05","May",2,"2015"
"207","YouGov/Economist",2015-05-23,2015-05-25,2015-05-29 01:14:54,209,"Registered Voters - Republican","Internet",NA,6,16,12,1,10,3,2,NA,1,10,2,NA,4,9,0,13,7,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22188",NA,"Nonpartisan","None",2,"6","Saturday","05","May",2,"2015"
"208","YouGov/Economist",2015-05-16,2015-05-18,2015-05-21 00:50:28,229,"Registered Voters - Republican","Internet",NA,4,12,11,4,7,7,2,NA,1,9,1,NA,2,10,1,17,11,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22155",NA,"Nonpartisan","None",2,"6","Saturday","05","May",2,"2015"
"209","Robert Morris University",2015-05-08,2015-05-16,2015-06-04 23:18:44,255,"Adults - Republican","Internet",NA,7,15,7,NA,15,8,NA,NA,NA,8,NA,NA,NA,2,1,14,NA,"http://elections.huffingtonpost.com/pollster/polls/robert-morris-university-22215",NA,"Nonpartisan","None",8,"5","Friday","05","May",2,"2015"
"210","FOX",2015-05-09,2015-05-12,2015-05-14 19:14:57,413,"Registered Voters - Republican","Live Phone",4,6,9,13,2,13,6,1,NA,0,10,1,0,2,7,2,11,10,"http://elections.huffingtonpost.com/pollster/polls/fox-22132",NA,"Nonpartisan","None",3,"6","Saturday","05","May",2,"2015"
"211","YouGov/Economist",2015-05-09,2015-05-11,2015-05-18 19:00:58,246,"Registered Voters - Republican","Internet",NA,8,17,9,1,10,3,4,NA,1,11,1,NA,1,6,2,14,9,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22145",NA,"Nonpartisan","None",2,"6","Saturday","05","May",2,"2015"
"212","PPP (D)",2015-05-07,2015-05-10,2015-05-13 20:59:19,685,"Likely Voters - Republican","IVR/Online",NA,10,13,12,NA,11,5,NA,NA,NA,12,NA,NA,2,9,NA,18,7,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-22128",NA,"Pollster","Dem",3,"4","Thursday","05","May",2,"2015"
"213","YouGov/Economist",2015-05-02,2015-05-04,2015-05-07 02:08:35,218,"Registered Voters - Republican","Internet",NA,7,11,4,5,14,7,0,NA,0,7,0,NA,6,9,1,16,9,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22109",NA,"Nonpartisan","None",2,"6","Saturday","05","May",2,"2015"
"214","NBC/WSJ",2015-04-26,2015-04-30,2015-05-05 17:31:12,251,"Likely Voters - Republican","Live Phone",NA,11,18,7,NA,23,5,1,NA,NA,5,NA,NA,2,11,NA,14,3,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-22096",NA,"Nonpartisan","None",4,"0","Sunday","04","April",2,"2015"
"215","YouGov/Economist",2015-04-25,2015-04-27,2015-05-01 23:25:02,233,"Registered Voters - Republican","Internet",NA,7,17,5,2,9,5,2,NA,2,6,2,NA,2,8,1,19,9,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22090",NA,"Nonpartisan","None",2,"6","Saturday","04","April",2,"2015"
"216","FOX",2015-04-19,2015-04-21,2015-04-24 16:40:24,383,"Registered Voters - Republican","Live Phone",5,8,13,6,2,9,6,0,NA,1,9,1,1,2,10,1,12,9,"http://elections.huffingtonpost.com/pollster/polls/fox-22059",NA,"Nonpartisan","None",2,"0","Sunday","04","April",2,"2015"
"217","Quinnipiac",2015-04-16,2015-04-21,2015-04-23 18:55:11,567,"Registered Voters - Republican","Live Phone",NA,9,15,3,2,13,7,1,NA,2,7,1,NA,3,8,2,11,15,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22054",NA,"Nonpartisan","None",5,"4","Thursday","04","April",2,"2015"
"218","YouGov/Economist",2015-04-18,2015-04-20,2015-04-23 20:19:36,220,"Registered Voters - Republican","Internet",NA,11,9,10,1,13,6,1,NA,0,5,2,NA,2,11,1,15,10,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22055",NA,"Nonpartisan","None",2,"6","Saturday","04","April",2,"2015"
"219","CNN",2015-04-16,2015-04-19,2015-04-20 18:02:18,435,"Adults - Republican","Live Phone",NA,7,11,4,2,17,4,2,NA,2,9,2,0,3,11,3,12,7,"http://elections.huffingtonpost.com/pollster/polls/cnn-22036",NA,"Nonpartisan","None",3,"4","Thursday","04","April",2,"2015"
"220","YouGov/Economist",2015-04-11,2015-04-13,2015-04-16 00:21:33,228,"Registered Voters - Republican","Internet",NA,13,7,7,2,12,4,3,NA,2,4,1,NA,4,13,2,14,12,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22021",NA,"Nonpartisan","None",2,"6","Saturday","04","April",2,"2015"
"221","Monmouth University",2015-03-30,2015-04-02,2015-04-06 20:46:54,355,"Registered Voters - Republican","Live Phone",7,11,5,7,1,13,5,1,NA,1,9,1,0,5,6,1,11,16,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-21979",NA,"Nonpartisan","None",3,"1","Monday","03","March",1,"2015"
"222","FOX",2015-03-29,2015-03-31,2015-04-03 21:16:49,379,"Registered Voters - Republican","Live Phone",3,10,8,11,1,12,4,1,NA,0,10,2,1,3,9,2,15,6,"http://elections.huffingtonpost.com/pollster/polls/fox-21968",NA,"Nonpartisan","None",2,"0","Sunday","03","March",1,"2015"
"223","PPP (D)",2015-03-26,2015-03-31,2015-04-01 20:59:10,443,"Likely Voters - Republican","IVR/Online",NA,16,6,10,NA,17,4,NA,NA,NA,6,NA,NA,3,10,NA,20,8,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-21958",NA,"Pollster","Dem",5,"4","Thursday","03","March",1,"2015"
"224","ABC/Post",2015-03-26,2015-03-29,2015-04-02 21:14:39,444,"Registered Voters - Republican","Live Phone",NA,12,8,6,1,21,7,1,NA,1,8,1,NA,2,8,2,13,8,"http://elections.huffingtonpost.com/pollster/polls/abc-post-21963",NA,"Nonpartisan","None",3,"4","Thursday","03","March",1,"2015"
"225","YouGov/Economist",2015-03-21,2015-03-23,2015-03-27 20:44:33,235,"Registered Voters - Republican","Internet",NA,8,5,10,2,14,6,3,NA,1,5,2,NA,5,5,1,19,11,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-21931",NA,"Nonpartisan","None",2,"6","Saturday","03","March",1,"2015"
"226","CNN",2015-03-13,2015-03-15,2015-03-19 00:55:37,450,"Adults - Republican","Live Phone",NA,4,7,9,2,16,7,0,NA,1,10,1,NA,4,12,1,13,9,"http://elections.huffingtonpost.com/pollster/polls/cnn-21887",NA,"Nonpartisan","None",2,"5","Friday","03","March",1,"2015"
"227","McClatchy/Marist",2015-03-01,2015-03-04,2015-03-09 19:46:00,426,"Adults - Republican","Live Phone",NA,4,5,9,NA,19,6,2,NA,1,10,NA,NA,3,7,2,18,13,"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-21830",NA,"Nonpartisan","None",3,"0","Sunday","03","March",1,"2015"
"228","Quinnipiac",2015-02-26,2015-03-02,2015-03-05 21:56:04,554,"Registered Voters - Republican","Live Phone",NA,6,5,7,1,16,8,NA,NA,1,8,2,NA,1,6,2,18,19,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-21821",NA,"Nonpartisan","None",4,"4","Thursday","02","February",1,"2015"
"229","YouGov/Economist",2015-02-21,2015-02-23,2015-02-27 01:55:05,255,"Registered Voters - Republican","Internet",NA,5,8,6,1,16,7,0,NA,3,10,3,NA,3,10,2,18,5,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-21792",NA,"Nonpartisan","None",2,"6","Saturday","02","February",1,"2015"
"230","PPP (D)",2015-02-20,2015-02-22,2015-02-24 23:40:15,316,"Likely Voters - Republican","IVR/Online",NA,5,3,18,NA,17,5,NA,NA,NA,10,NA,NA,3,4,NA,25,11,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-21776",NA,"Pollster","Dem",2,"5","Friday","02","February",1,"2015"
"231","CNN",2015-02-12,2015-02-15,2015-02-18 23:55:19,1027,"Adults","Live Phone",NA,3,5,8,2,14,7,1,NA,1,16,1,NA,3,10,3,11,10,"http://elections.huffingtonpost.com/pollster/polls/cnn-21748",NA,"Nonpartisan","None",3,"4","Thursday","02","February",1,"2015"
"232","FOX",2015-01-25,2015-01-27,2015-01-29 20:42:15,394,"Registered Voters - Republican","Live Phone",NA,4,5,9,1,10,4,NA,NA,1,11,2,NA,4,11,1,8,5,"http://elections.huffingtonpost.com/pollster/polls/fox-21658",NA,"Nonpartisan","None",2,"0","Sunday","01","January",1,"2015"
"233","PPP (D)",2015-01-22,2015-01-25,2015-01-30 21:02:41,400,"Likely Voters - Republican","IVR/Online",NA,9,NA,15,NA,17,7,NA,NA,NA,9,NA,NA,2,4,NA,11,5,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-21663",NA,"Pollster","Dem",3,"4","Thursday","01","January",1,"2015"
"234","YouGov/Economist",2015-01-10,2015-01-12,2015-01-15 00:35:02,212,"Registered Voters - Republican","Internet",NA,9,2,10,NA,12,3,NA,NA,0,8,NA,NA,2,8,NA,6,6,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-21599",NA,"Nonpartisan","None",2,"6","Saturday","01","January",1,"2015"
"235","CNN",2014-12-18,2014-12-21,2015-01-08 02:01:23,453,"Adults - Republican","Live Phone",NA,4,5,7,3,23,13,NA,NA,NA,6,4,NA,4,6,2,4,8,"http://elections.huffingtonpost.com/pollster/polls/cnn-21580",NA,"Nonpartisan","None",3,"4","Thursday","12","December",4,"2014"
"236","ABC/Post",2014-12-11,2014-12-14,2014-12-17 04:12:41,410,"Registered Voters - Republican","Live Phone",NA,6,4,7,2,10,6,NA,NA,NA,6,2,NA,4,9,3,5,8,"http://elections.huffingtonpost.com/pollster/polls/abc-post-21520",NA,"Nonpartisan","None",3,"4","Thursday","12","December",4,"2014"
"237","FOX",2014-12-07,2014-12-09,2014-12-17 04:31:55,392,"Registered Voters - Republican","Live Phone",NA,5,4,6,2,10,8,NA,NA,NA,8,1,NA,2,8,1,7,8,"http://elections.huffingtonpost.com/pollster/polls/fox-21521",NA,"Nonpartisan","None",2,"0","Sunday","12","December",4,"2014"
"238","McClatchy/Marist",2014-12-03,2014-12-09,2014-12-16 22:23:42,360,"Registered Voters - Republican","Live Phone",NA,4,3,8,2,14,9,1,NA,NA,9,1,NA,4,5,3,3,13,"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-21519",NA,"Nonpartisan","None",6,"3","Wednesday","12","December",4,"2014"
"239","CNN",2014-11-21,2014-11-23,2014-12-03 18:29:51,510,"Adults - Republican","Live Phone",NA,5,3,10,2,9,8,NA,NA,NA,7,1,NA,4,6,2,5,5,"http://elections.huffingtonpost.com/pollster/polls/cnn-21482",NA,"Nonpartisan","None",2,"5","Friday","11","November",4,"2014"
"240","Quinnipiac",2014-11-18,2014-11-23,2014-12-03 17:55:56,707,"Registered Voters - Republican","Live Phone",NA,5,2,8,2,11,8,NA,NA,NA,5,2,NA,2,6,1,5,17,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-21481",NA,"Nonpartisan","None",5,"2","Tuesday","11","November",4,"2014"
"241","ABC/Post",2014-10-09,2014-10-12,2014-10-15 11:45:34,NA,"Registered Voters - Republican","Live Phone",NA,3,6,6,1,10,8,NA,NA,NA,10,1,NA,5,9,4,1,8,"http://elections.huffingtonpost.com/pollster/polls/abc-post-20885",NA,"Nonpartisan","None",3,"4","Thursday","10","October",4,"2014"
"242","McClatchy/Marist",2014-08-04,2014-08-07,2014-08-14 15:54:28,342,"Registered Voters - Republican","Live Phone",NA,10,9,NA,NA,13,13,NA,NA,NA,NA,2,NA,7,7,3,4,23,"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-20111",NA,"Nonpartisan","None",3,"1","Monday","08","August",3,"2014"
"243","FOX",2014-07-20,2014-07-22,2014-07-29 15:30:55,358,"Registered Voters - Republican","Live Phone",NA,9,9,NA,2,12,10,NA,NA,NA,NA,4,NA,12,11,3,4,6,"http://elections.huffingtonpost.com/pollster/polls/fox-19979",NA,"Nonpartisan","None",2,"0","Sunday","07","July",3,"2014"
"244","CNN",2014-07-18,2014-07-20,2014-07-28 18:06:10,470,"Adults - Republican","Live Phone",NA,8,6,NA,NA,8,13,NA,NA,NA,12,NA,NA,11,12,3,5,5,"http://elections.huffingtonpost.com/pollster/polls/cnn-19958",NA,"Nonpartisan","None",2,"5","Friday","07","July",3,"2014"
"245","Quinnipiac",2014-06-24,2014-06-30,2014-07-08 15:18:21,620,"Registered Voters - Republican","Live Phone",NA,8,6,NA,2,10,10,NA,NA,NA,10,1,NA,3,11,2,8,22,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-19810",NA,"Nonpartisan","None",6,"2","Tuesday","06","June",2,"2014"
"246","Zogby (Internet)",2014-06-27,2014-06-29,2014-07-10 14:53:18,282,"Likely Voters - Republican","Internet",NA,NA,7,NA,1,13,13,NA,NA,NA,NA,4,NA,NA,20,NA,8,NA,"http://elections.huffingtonpost.com/pollster/polls/zogby-internet-19825",NA,"Nonpartisan","None",2,"5","Friday","06","June",2,"2014"
"247","CNN",2014-05-29,2014-06-01,2014-06-16 16:08:56,452,"Adults - Republican","Live Phone",NA,9,8,NA,NA,12,8,NA,NA,NA,11,NA,NA,6,14,4,5,7,"http://elections.huffingtonpost.com/pollster/polls/cnn-19676",NA,"Nonpartisan","None",3,"4","Thursday","05","May",2,"2014"
"248","CNN",2014-05-02,2014-05-04,2014-05-06 14:41:15,473,"Adults - Republican","Live Phone",NA,7,6,NA,NA,13,9,NA,NA,NA,10,NA,NA,8,13,2,7,11,"http://elections.huffingtonpost.com/pollster/polls/cnn-19385",NA,"Nonpartisan","None",2,"5","Friday","05","May",2,"2014"
"249","ABC/Post",2014-04-24,2014-04-27,2014-04-29 10:34:08,NA,"Registered Voters - Republican","Live Phone",NA,7,6,NA,1,12,9,NA,NA,NA,14,2,NA,5,15,NA,5,9,"http://elections.huffingtonpost.com/pollster/polls/abc-post-19341",NA,"Nonpartisan","None",3,"4","Thursday","04","April",2,"2014"
